Id,description
5764,"Statistiche anno 23/24: nella scorsa stagione Coppola è andato a voto in 20 occasioni, 18 di queste titolare. Per lui 2 gol, 0 assist e 9 ammonizioni con una MV del 5.85 e una FM del 5.92.
Gestione al Fantacalcio: ha trovato maggior continuità nella scorsa stagione, ma ci aspettiamo che nella prossima possa entrare stabilmente nelle rotazioni, partendo anche davanti agli altri nelle gerarchie. Centrale affidabile che si può relegare nell'ultimo slot del proprio pacchetto di difesa per chi necessita di una copertura low cost quasi sempre presente.
Note positive: difensore low cost capace di garantire 25/30 presenze con una MV sufficiente.
Note negative: occhio ai cartellini gialli (9 in 18 partite da titolare nella scorsa stagione).
In chiave Mantra: anche in questo caso una copertura affidabile da prendere al prezzo minimo o poco più."
5838,"Statistiche anno 23/24: nella scorsa stagione Birindelli è andato a voto in 32 occasioni, 23 di queste da titolare. Per lui 0 bonus e 7 ammonizioni con una MV del 6.00 e una FM del 5.89.
Gestione al Fantacalcio: ha giocato tanto nella scorsa stagione e potrebbe essere un perno importante anche con Nesta sulla corsia di destra. Non un profilo appetibilissimo in chiave Fanta, ma pur sempre un difensore affidabile per MV, low cost e che agisce a tutta fascia. Un classico sesto/settimo slot di copertura.
Note positive: difensore low cost che può garantire 25/30 presenze e anche qualche bonus.
Note negative: prende tanti cartellini (7 nella scorsa stagione). Inoltre la concorrenza è folta e più di qualche panchina potrebbe arrivare anche per lui.
In chiave Mantra: jolly duttile perfetto in copertura per chi utilizza moduli con una linea difensiva a quattro."
6235,"Statistiche anno 23/24: nella scorsa stagione Kayode è andato a voto in 26 occasioni, 22 di queste da titolare. Per lui 1 gol, 1 assist e 2 ammonizioni con una MV del 6.06 e una FM del 6.17.
Gestione al Fantacalcio: può giocare sia a destra che a sinistra, ma a tutta fascia. In entrambi i casi è chiuso da due titolari, ma principalmente ci aspettiamo possa esser la diretta riserva di Dodò. Andrà spesso a voto e può rappresentare una scommessina low cost da ultimi slot.
Note positive: prezzo basso, andrà spesso a voto.
Note negative: parte dietro nelle gerarchie, la maggior parte delle sue presenze potrebbe esser da subentrato.
In chiave Mantra: un jolly di copertura di tutto rispetto per chi utilizza moduli con la difesa a quattro. Prenderlo con Dodò in questo caso potrebbe essere un'ottima idea."
6245,"Statistiche anno 23/24: nella scorsa stagione Vogliacco è andato a voto in 15 occasioni, 14 di queste da titolare. Per lui 0 gol, 1 assist e 4 ammonizioni con una MV del 6.03 e una FM del 5.97.
Gestione al Fantacalcio: con Bani che avanza di un anno e con De Winter e Vasquez che potrebbero avere qualche turno di riposo, lui si candida per essere una primissima alternativa nella difesa di Gilardino. Un acquisto super low cost al Fanta che può però garantire 20/25 presenze e con numeri discreti. Un ultimo slot in leghe da almeno 10/12 partecipanti.
Note positive: lo acquisterete al prezzo minimo e andrà più spesso a voto. Affidabile per MV (5 volte su 14 sopra la sufficienza, 5 sotto).
Note negative: non è comunque considerabile come un titolare inamovibile al momento.
In chiave Mantra: un centrale che per chi utilizza difese a tre in leghe da 12 persone almeno può tornare utile per gli ultimi slot del proprio pacchetto."
6664,"Statistiche anno 23/24: nella scorsa stagione Delprato ha disputato 37 partite con 2 gol, 3 assist e 5 ammonizioni.
Gestione al Fantacalcio: difensore completo che può ricoprire più ruoli e che sarà centrale nel progetto Parma. Capitano, può rappresentare una scommessa al Fantacalcio molto interessante. Probabilmente un sesto slot pieno, soprattutto in termini di prezzo, che può rivelarsi una primissima alternativa ai titolari nel corso della stagione, soprattutto in ottica modificatore.
Note positive: titolarissimo, prezzo non particolarmente alto e molto affidabile per il modificatore difesa. Inoltre, ha anche un discreto vizio del bonus.
Note negative: alla prima esperienza assoluta in Serie A potrebbe ovviamente soffrire, quantomeno inizialmente, l’impatto con la massima categoria.
In chiave Mantra: in questo caso diventa ancor più appetibile. Jolly duttile e difensivo, capace di poter ricoprire diversi ruoli e interessante sia per chi gioca a quattro che per chi utilizza una difesa a tre. Come braccetto potrebbe essere però anche una primissima alternativa al vostro titolare."
6672,"Statistiche anno 23/24: nella scorsa stagione Idzes ha disputato 30 partite con 3 gol, 0 assist e 4 ammonizioni.
Gestione al Fantacalcio: difficile parlare di inamovibili nella difesa di Di Francesco, ma possiamo senza dubbio definirlo un titolare che andrà spessissimo a voto, ma occhio al rendimento. Al Fantacalcio può essere comunque una piacevole sorpresa in termini di bonus, ragion per cui vi consigliamo di prenderlo magari come ultimo slot di copertura.
Note positive: titolare al prezzo minimo, vizio marcato del gol.
Note negative: occhio ai cartellini. Con la filosofia di Di Francesco la sua MV potrebbe non essere particolarmente esaltante.
In chiave Mantra: un Dc di tutto rispetto in copertura. Può rendersi utile a prescindere dal modulo, ma sempre come ultimo slot."
6673,"Statistiche anno 23/24: nella scorsa stagione Sverko ha disputato 38 partite con 0 bonus, 9 ammonizioni e 1 espulsione.
Gestione al Fantacalcio: come accennato più volte, la concorrenza nel pacchetto arretrato del Venezia è folta. Lui ha giocato tanto nella scorsa stagione e può ritagliarsi spazio importante anche nella prossima. Occhio all'impatto con la categoria diversa, ma al Fanta parliamo comunque di una copertura affidabile in termine di minutaggio. Un tassello, ovviamente, da ultimo slot.
Note positive: titolare da poter acquistare al prezzo minimo.
Note negative: porta tanti malus (9 ammonizioni e 1 espulsione nella scorsa stagione).
In chiave Mantra: ovviamente il suo appeal aumenta potendo ricoprire più ruoli, sicuramente più prezioso quello di B. Un jolly di copertura interessante per chi utilizza moduli con una difesa a 3."
6885,"Statistiche anno 23/24: nella scorsa stagione Abdulhamid ha disputato 51 partite con 4 gol, 9 assist e 6 ammonizioni.
Gestione al Fantacalcio: dovrebbe essere lui il nuovo terzino destro titolare della Roma. La concorrenza di Celik è viva, ma il neo arrivato parte leggermente in vantaggio nelle gerarchie. In chiave Fantacalcio parliamo di un profilo poco conosciuto e che per questo motivo potrebbe rivelarsi un ottimo affare in rapporto qualità-prezzo. Probabilmente anche un terzo/quarto slot per rendimento.
Note positive: possente dal punto di vista fisico, può avere un ottimo impatto. Incline al bonus.
Note negative: irruente, occhio ai cartellini gialli. Difensivamente non eccelle, gli errori potrebbero non mancare.
In chiave Mantra: parliamo di un terzino destro che può essere titolare nelle vostre rose. L'ideale sarebbe affiancargli Celik e chiudere il pacchetto con un altro Dd di buon livello."
256,"Statistiche anno 23/24: nella scorsa stagione Juan Jesus è andato a voto in 24 occasioni, 23 di queste da titolare. Per lui 1 gol, 0 assist e 7 ammonizioni con una MV del 5.69 e una FM del 5.67.
Gestione al Fantacalcio: arriva da una stagione deludente e la sensazione è che avrà poche occasioni per riscattarsi. Potrebbe entrare raramente nelle rotazioni di Conte, rimanendo in rosa più per la figura di uomo spogliatoio che per rendersi realmente utile in campo. Ci aspettiamo dunque possa giocare davvero poco, ragion per cui vi consigliamo di sorvolare su un suo possibile acquisto.
Note positive: lo acquisterete al prezzo minimo.
Note negative: potrebbe disputare meno della metà delle partite della scorsa stagione. Inoltre tutt'altro che affidabile per MV (12 insufficienze su 24 partite) e cartellini (7).
In chiave Mantra: avrà anche la doppia skill centrale/terzino, ma resta un calciatore che giocherà poco e con risultati non proprio fantastici. Meglio virare su altri calciatori."
327,"Statistiche anno 23/24: nella scorsa stagione Patric è andato a voto in 19 occasioni, tutte da titolare. Per lui 2 gol e 4 ammonizioni con una MV del 6.08 e una FM del 6.29.
Gestione al Fantacalcio: parte dietro nelle gerarchie rispetto agli altri centrali. Entrerà sicuramente nelle rotazioni, ma non si può considerare un titolare di questa squadra. Al Fanta è un profilo su cui poter sorvolare, che non consigliamo neanche per coprire uno degli altri centrali biancocelesti. Al massimo un profilo da 10/15 presenze per chi partecipa a leghe da almeno 12 partecipanti.
Note positive: può garantire 10/15 presenze al prezzo minimo.
Note negative: ultimo nelle gerarchie dei centrali difensivi della Lazio.
In chiave Mantra: anche in questo caso parliamo di un giocatore su cui poter sorvolare e da non prendere in coppia con gli altri centrali biancocelesti. Al massimo un profilo spendibile per chi gioca a tre in leghe da almeno 12 squadre."
695,"Statistiche anno 23/24: nella scorsa stagione Toloi è andato a voto in 14 occasioni, 10 di queste da titolare. Ha collezionato 4 ammonizioni, 1 espulsione e 0 bonus con una MV del 5.89 e una FM del 5.68.
Gestione al Fantacalcio: parliamo di un settimo/ottavo slot di copertura in leghe da almeno 10 partecipanti. Prezzo basso. Da ritenere affidabile quando chiamato in cauda. Parte dietro nelle gerarchie. In attesa di Scalvini potrebbe rendersi utile nei match post Champions League. Sconsigliamo comunque di prenderlo in coppia con qualsiasi altro centrale nerazzurro.
Note positive: dovreste riuscire a prenderlo al prezzo minimo, assicurandovi comunque un difensore affidabile e pronto a garantirvi almeno 10/15 presenze in stagione.
Note negative: nella seconda parte di stagione, con il rientro di Scalvini e magari la consacrazione di Godfrey, rischia seriamente di giocare molte meno partite.
In chiave Mantra: Dc puro da poter aggiungere al vostro pacchetto di 9/10 centrali nel caso in cui utilizziate una difesa a tre. Da ultimo slot e in leghe di almeno 10 partecipanti."
697,"Statistiche anno 23/24: nella scorsa stagione Cuadrado è andato a voto in 10 occasioni, nessuna di queste da titolare. Per lui 0 gol, 2 assist e 1 ammonizione con una MV del 6.05 e una FM del 6.20.
Gestione al Fantacalcio: arriva da una stagione parecchio tormentata a causa dei diversi problemi fisici accusati, ma all'Atalanta spera di ritrovare continuità. Non possiamo definirlo un titolare, ma rientrerà stabilmente nelle rotazioni. Principalmente a destra, ma da non prendere in coppia nè con Bellanova nè con Zappacosta (che spesso giocherà a sinistra). Parliamo di una scommessa per chiudere il reparto, da 7 slot per una serie di motivi.
Note positive: può portare diversi bonus, pronto ad incidere anche a gara in corso. Troverà spazio.
Note negative: parte dietro nelle gerarchie e potrebbe esser impiegato poche volte dal 1'. Occhio ai problemi fisici.
In chiave Mantra: anche in questo caso parliamo di una scommessina da ultimi slot, per chiudere il reparto di E, ideale per chi gioca con moduli come il 343 o il 3412."
2653,"Statistiche anno 23/24: nella scorsa stagione Lykogiannis è andato a voto in 18 occasioni, 10 di queste da titolare. Per lui 2 gol, 2 assist e 2 ammonizioni con una MV del 5.97 e una FM del 6.36.
Gestione al Fantacalcio: entrerà sicuramente nelle rotazioni di Italiano nel corso della stagione. Al Fantacalcio può essere considerato un ultimo slot di copertura in leghe da almeno 10 partecipanti, capace di regalare anche qualche bonus, ma non troppo affidabile in termini di modificatore. In questo caso consigliamo vivamente di prenderlo in coppia con Miranda. Possiede ottime qualità tecniche ed è per questo che Italiano probabilmente deciderà di utilizzarlo in più di un'occasione. Affiancandolo all'ex Betis vi assicurerete la coppia di terzini sinistri del Bologna ad un prezzo anche abbastanza conveniente.
Note positive: buone possibilità di acquistarlo al prezzo minimo. Regala quasi sempre 2/3 bonus a stagione tra gol e assist.
Note negative: potrebbero essere diverse le partite in cui inizierà dalla panchina. Senza Miranda potrebbe rivelarsi uno slot sprecato.
In chiave Mantra: anche in questo caso consigliamo di affiancarlo a Miranda, ma sempre in leghe da almeno 10 partecipanti."
4263,"Statistiche anno 23/24: nella scorsa stagione Kabasele è andato a voto in 10 occasioni, tutte da titolare. Per lui 1 gol e 5 ammonizioni con una MV del 5.75 e una FM del 5.80.
Gestione al Fantacalcio: ai nastri di partenza non si può considerare un titolare inamovibile, ma un profilo affidabile su cui si farà affidamento. Rientrerà sicuramente nelle rotazioni, ma al Fantacalcio non è poi coì appetibile. Se vi serve una copertura dalle 10/15 presenze da relegare nell'ultimo slot di leghe da almeno 12 partecipanti, potrebbe allora rendersi utile.
Note positive: lo acquisterete al prezzo minimo.
Note negative: occhio alle ammonizioni (5 in 10 partite sono davvero troppe). Non è un titolare fisso.
In chiave Mantra: un Dc in più può far sempre comodo, ma in questo caso a determinate condizioni. Prezzo minimo, difesa a tre e ultimo slot di un pacchetto di 8/9 centrali in leghe da almeno 10 partecipanti."
4374,"Statistiche anno 23/24: nella scorsa stagione Walukiewicz è andato a voto in 27 occasioni, 23 di queste titolare. Per lui 0 bonus e 6 ammonizioni con una MV del 5.76 e una FM del 5.65.
Gestione al Fantacalcio: arriva al Torino per fungere probabilmente da prima riserva del terzetto titolare, sia come centrale che come braccetto di destra. Un profilo che conosce la Serie A, ma che al Fantacalcio al massimo può rappresentare un profilo da ultimissimo slot in leghe da 10 partecipanti almeno.
Note positive: lo acquisterete al prezzo minimo e può collezionare comunque 15/20 partite a voto.
Note negative: rischia di giocare meno partite da titolare rispetto alla scorsa stagione.
In chiave Mantra: anche in questo caso parliamo di un'ultima copertura, spendibile però per chi utilizza la difesa a tre necessita di almeno 8/9 centrali."
4657,"Statistiche anno 23/24: nella scorsa stagione Celik è andato a voto in 12 occasioni, 6 di queste da titolare. Per lui 0 bonus e 1 ammonizione con una MV del 5.92 e una FM del 5.88.
Gestione al Fantacalcio: possiamo definirlo tutt'altro che un titolare inamovibile, ma potrebbe rientrare comunque stabilmente nelle rotazioni difensive di De Rossi. Al Fantacalcio non è un profilo particolarmente appetibile, ma comunque un nome spendibile per gli ultimi slot del del proprio pacchetto di difesa visto che andrà molto spesso a voto.
Note positive: potrebbe essere un buon tassello ad un prezzo basso.
Note negative: non un calciatore affidabilissimo per media voto. La concorrenza è folta, occhio alle panchine.
In chiave Mantra: anche in questo caso può fungere da alternativa ai titolari, ma negli ultimissimi slot del vostro pacchetto difensivo e in leghe numerose. Coppia con Abudlhamid? Potrebbe essere un'idea low cost interessante."
5327,"Statistiche anno 23/24: nella scorsa stagione Osorio ha disputato 24 partite con 1 assist e 2 ammonizioni a referto.
Gestione al Fantacalcio: centrale di esperienza che rientrerà stabilmente nelle rotazioni difensive. Sarebbe sbagliato definirlo un titolare inamovibile, ma si può comunque parlare di un perno importante che andrà spesso a voto. Al Fantacalcio si può relegare tranquillamente negli ultimi slot di copertura del vostro pacchetto difensivo.
Note positive: difensore low cost pronto a garantire 15/20 partite a voto.
Note negative: la concorrenza è folta e potrebbe arrivare più di qualche panchina.
In chiave Mantra: anche in questo caso può rappresentare una buona copertura, specialmente in un pacchetto di 8/9 centrali per chi partecipa a leghe da 10/12 partecipanti."
5481,"Statistiche anno 23/24: nella scorsa stagione Mazzocchi è andato a voto in 25 occasioni, 20 di queste da titolare. Per lui 0 gol, 2 assist, 4 ammonizioni e 1 espulsione con una MV del 5.68 e una FM del 5.64.
Gestione al Fantacalcio: non sarà un titolare fisso, ma potrebbe tornare parecchio utile a Conte nel corso della stagione. Sia dal 1' che da subentrato e sia a destra che a sinistra. Si è messo in mostra durante il ritiro pre-season e siamo convinti possa racimolare diverse presenze in campionato. Al Fantacalcio è un profilo che stuzzica, potreste pensare scommetterci per gli ultimi slot della vostra difesa.
Note positive: potreste riuscire a strapparlo anche al prezzo minimo. Noi ci aspettiamo almeno una ventina di presenze e anche qualche bonus.
Note negative: ovviamente vi ricordiamo che sulla carta non è un titolare inamovibile e che potrebbe spesso partire anche dalla panchina.
In chiave Mantra: se volete, prendetelo in solitaria, magari come ultimo slot in un pacchetto di 4/5 E se utilizzate moduli con due esterni puri."
5484,"Statistiche anno 23/24: nella scorsa stagione Svoboda ha disputato 23 partite con 0 gol, 4 assist e 1 ammonizione.
Gestione al Fantacalcio: titolare, ma anche lui non inamovibile. Non parliamo di un profilo particolarmente appetibile per i nostri scopi, ma di un centrale comunque capace di garantire buona copertura in termini di minutaggio. Per chi necessita di un titolare low cost negli ultimi slot del proprio pacchetto difensivo, lui può rendersi parecchio utile.
Note positive: titolare, prezzo molto basso, bravo nelle sponde di testa in zona offensiva.
Note negative: la concorrenza è folta e diverse panchine potrebbero arrivare anche per lui.
In chiave Mantra: un Dc in più non fa mai male, soprattutto se come lui è capace di garantire almeno 25/30 presenze in stagione. Può essere un'affidabile ultima copertura."
5833,"Statistiche anno 23/24: nella scorsa stagione Gila è andato a voto in 21 occasioni, tutte da titolare. Per lui 0 bonus, 2 ammonizioni e 1 espulsione con una MV del 6.02 e una FM del 5.93.
Gestione al Fantacalcio: per noi parte leggermente dietro su Gigot per affiancare Romagnoli. Centrale affidabile che si può anche prendere con l'ex Marsiglia: in quel modo vi assicurereste il centrale titolare della Lazio ad un prezzo abbastanza basso. Una coppia per il 6/7 slot della propria rosa in leghe da almeno 10 partecipanti. Se però volete andare su uno solo di loro, noi vi consigliamo Gigot.
Note positive: può essere una sorpresa in termini di modificatore, profilo low cost da schierare in partite abbordabili (nella scorsa stagione 7 insufficienze, 1 grave, 8 volte sopra il 6).
Note negative: Gigot parte avanti nelle gerarchie.
In chiave Mantra: anche in questo caso consigliamo di prenderlo in coppia con Gigot. Una coppia low cost ideale per chi utilizza moduli con la difesa a tre."
6217,"Statistiche anno 23/24: nella scorsa stagione Bisseck è andato a voto in 11 occasioni, 9 di queste da titolare. Per lui 2 gol, 1 assist e 0 malus con una MV del 6.36 e una FM del 7.00.
Gestione al Fantacalcio: anche nella prossima stagione sarà una riserva dei titolari, ma quando viene chiamato in causa si dimostra sempre all'altezza della situazione. Si può prendere come scommessa solitaria da ultimo slot da tenere in caldo per i turni post Champions, insomma quando c'è aria di turnover. Inoltre, con De Vrij e Acerbi più vecchi di un anno, potrebbe riuscire a strappare anche qualche presenza in più rispetto alla scorsa stagione. Lo acquisterete probabilmente ad una cifra molto bassa.
Note positive: molto incline al bonus (3 totali in 9 partite). Affidabilissimo anche per il modificatore (6 volte su 9 sopra la sufficienza, una sola volta sotto il 6). Prezzo basso.
Note negative: parte dietro nelle gerarchie e anche nella prossima stagione potrebbe faticare a collezionare più di 10/15 presenze in Serie A.
In chiave Mantra: un profilo ideale per chi gioca con una difesa a tre. Un profilo intrigante per gli ultimi slot di un pacchetto di 8/9 centrali."
6231,"Statistiche anno 23/24: nella scorsa stagione Azzi è andato a voto in 22 occasioni, 9 di queste da titolare. Per lui 0 bonus e 1 ammonizione con una MV del 5.84 e una FM del 5.82.
Gestione al Fantacalcio: provato a destra nel ritiro pre campionato, può essere utilizzato dove più serve, ma resta comunque una prima alternativa e non un titolare. Una scommessa da ultimo slot in leghe da almeno 10/12 squadre.
Note positive: esterno piuttosto propenso ad attaccare, sarà acquistato probabilmente al prezzo minimo.
Note negative: il rischio che parta poche volte da titolare è concreto, soprattutto all'inizio.
In chiave Mantra: anche in questo caso parliamo di una scommessina da ultimo slot, in leghe da almeno 10 partecipanti."
6485,"Statistiche anno 23/24: nella scorsa stagione Kristensen è andato a voto in 26 occasioni, 21 di queste da titolare. Per lui 0 gol, 1 assist, 2 ammonizioni e 1 espulsione con una MV del 5.79 e una FM del 5.75.
Gestione al Fantacalcio: entrerà stabilmente nelle rotazioni difensive, ma non possiamo considerarlo un inamovibile, partendo anche leggermente dietro nelle gerarchie. Per chi partecipa a leghe da almeno 10 squadre, può ricoprire il ruolo di ultimo slot affidabile e low cost, pronto a garantire diverse partite a voto.
Note positive: garantirà un buon bottino di presenze ad un prezzo basso. Affidabile per MV.
Note negative: non è un inamovibile, occhio alla concorrenza che resta comunque folta.
In chiave Mantra: per chi utilizza moduli con la difesa a tre può rappresentare una buona copertura in un pacchetto di 8/9 centrali, il tutto ad un prezzo bassissimo."
6632,"Statistiche anno 23/24: nella scorsa stagione Gaspar ha disputato 27 partite con 1 gol, 0 assist e 9 ammonizioni.
Gestione al Fantacalcio: con l’addio di Pongracic avrà sicuramente più spazio. Entrerà stabilmente nelle rotazioni di Gotti, pronto per portare a casa diverse presenze, anche dal 1’. E’ una classica scommessa da prendere al prezzo minimo e da relegare negli ultimi slot del proprio pacchetto difensivo.
Note positive: può garantire 20/25 presenze al prezzo minimo.
Note negative: dovrà ambientarsi in Serie A, ragion per cui anche se giocherà titolare potrebbero arrivare diverse partite insufficienti all’inizio. Occhio ai cartellini (9 gialli in 27 partite nella scorsa stagione).
In chiave Mantra: se utilizzate moduli con la difesa a tre può rappresentare una buona alternativa per chiudere un reparto di 8/9 centrali difensivi."
6665,"Statistiche anno 23/24: nella scorsa stagione Coulibaly ha disputato 29 partite con 2 assist, 4 ammonizioni e 1 espulsione.
Gestione al Fantacalcio: entrerà stabilmente nelle rotazioni difensive, giocando sia a destra che a sinistra. Calciatore tenuto parecchio in considerazione da Pecchia,  ma che non possiamo definire titolare inamovibile. Come detto però, andrà spesso a voto e può regalare anche qualche bonus. Una scommessa intrigante per gli ultimi slot.
Note positive: difensore low cost che può garantire anche 25/30 presenze.
Note negative: occhio ai cartellini (4 gialli e 1 rosso nella scorsa stagione).
In chiave Mantra: acquista ancor più valore al Mantra potendo ricoprire il ruolo sia di Dd che di Ds ed E. Un Jolly di copertura ideale per chi utilizza moduli con una difesa a tre, da relegare però ovviamente negli ultimi slot."
6802,"Statistiche anno 23/24: nella scorsa stagione Savona ha disputato 41 partite con 2 gol, 3 assist e 2 ammonizioni.
Gestione al Fantacalcio: giovane terzino di piede destro che all'occorrenza può giocare serenamente anche da centrale. Molto forte fisicamente e nel gioco aereo, potrebbe tornare utile nel corso della stagione, rientrando nelle rotazioni difensive di Motta. Raramente da titolare, ma comunque in prima squadra. Al Fantacalcio parliamo di una scommessina da ultimissimo slot in leghe da almeno 10/12 partecipanti.
Note positive: lo acquisterete al prezzo minimo e potrebbe collezionare una decina di presenze. Potrebbe anche essere il primo cambio di Danilo.
Note negative: rischia di giocare pochissimo, quasi mai da titolare.
In chiave Mantra: acquisisce valore essendo molto duttile, ma resta una scommessina da ultimissimo slot in leghe molto numerose."
6890,"Statistiche anno 23/24: nella scorsa stagione Moreno ha disputato 26 partite con 0 gol, 1 assist, 5 ammonizioni e 1 espulsione.
Gestione al Fantacalcio: arriva a Firenze per provare a ritagliarsi un po' di spazio, soprattutto come centrale difensivo. Potrebbe essere la prima alternativa a Pongracic al centro della difesa. Al Fanta è una scommessina da ultimo slot in leghe da almeno 10/12 partecipanti. In tornei più numerosi, si potrebbe anche pensare di prenderlo proprio in coppia con Pongracic.
Note positive: prezzo molto basso, difensore di grande talento.
Note negative: incline ai cartellini, parte dietro nelle gerarchie e potrebbe faticare a trovare spazio concreto, soprattutto all'inizio.
In chiave Mantra: anche in questo caso al massimo una scommessina da ultimissimo slot in leghe numerose."
6893,"Statistiche anno 23/24: nella scorsa stagione Kempf ha disputato 25 partite con 4 gol, 0 assist e 3 ammonizioni.
Gestione al Fantacalcio: centrale d'esperienza che arriva probabilmente al Como per essere la prima alternativa sia a Dossena che a Varane in caso di assenza di uno dei due. Calciatore con il vizio del gol che può rendersi utile nel corso della stagione. Disputerà diverse partite visti anche i continui acciacchi di Varane. Un profilo affidabile per MV da poter relegare nell'ultimo slot del proprio pacchetto difensivo in leghe da almeno 10 partecipanti.
Note positive: vizio del gol, d'esperienza e dalla discreta media voto.
Note negative: concorrenza molto folta, parte dietro nelle gerarchie.
In chiave Mantra: anche in questo caso parliamo di un centrale di copertura da poter relegare al massimo negli ultimi slot di un pacchetto composto da 8/9 dc."
140,"Statistiche anno 23/24: nella scorsa stagione Hysaj è andato a voto in 20 occasioni, 11 di queste da titolare. Per lui 0 bonus e 2 ammonizioni con una MV del 5.70 e una FM del 5.65.
Gestione al Fantacalcio: tanti laterali in rosa, lui non è sicuramente in alto nelle gerarchie del nuovo tecnico. Entrerà nelle rotazioni e si renderà utile, ma al Fantacalcio è un profilo che potrebbe far comodo solo a chi cerca calciatori low cost capaci di garantire almeno 15/20 presenze in leghe da 12 partecipanti in poi.
Note positive: pronto a garantire 15/20 presenze probabilmente al prezzo minimo.
Note negative: non titolare, porta pochissimi bonus.
In chiave Mantra: la sua duttilità potrebbe renderlo più appetibile di altri terzini non sicurissimi del posto come lui. Se utilizzate moduli con una difesa a quattro, magari anche in leghe da 10 partecipanti, potrebbe rappresentare un jolly di copertura da ultimo slot."
253,"Statistiche anno 23/24: nella scorsa stagione D'Ambrosio è andato a voto in 24 occasioni, 16 di queste da titolare. Per lui 0 bonus, 1 espulsione e 3 ammonizioni con una MV del 5.79 e una FM del 5.69.
Gestione al Fantacalcio: può giocare in tutti e tre i ruoli della linea difensiva di Nesta, ma ad oggi sembrerebbe partire leggermente dietro nelle gerarchie. Entrerà sicuramente nelle rotazioni difensive, andando spesso a voto anche da subentrato, ma non si può considerare un titolare ad oggi. Insomma, una copertura low cost da ultimo slot in leghe da almeno 10 partecipanti.
Note positive: potreste acquistarlo quasi sicuramente al prezzo minimo, pronto a garantire 15/20 presenze.
Note negative: parte dietro nelle gerarchie.
In chiave Mantra: jolly duttile perfetto in copertura per chi utilizza moduli con una linea difensiva a quattro."
2769,"Statistiche anno 23/24: nella scorsa stagione Magnani è andato a voto in 30 occasioni, 27 di queste titolare. Per lui 0 bonus e 6 ammonizioni con una MV del 6.00 e una FM del 5.90.
Gestione al Fantacalcio: entrerà stabilmente nelle rotazioni difensive, come sempre. Difficile pensare che giocherà ogni partita, ma come al solito porterà a casa il suo discreto bottino di presenze. In leghe molto numerose può essere l'ultimo slot low cost da prendere come copertura.
Note positive: può garantire 20/25 presenze al prezzo minimo.
Note negative: potrebbe giocare meno rispetto alla scorsa stagione, collezionando diverse partite anche da subentrato.
In chiave Mantra: anche in questo caso, al massimo un'ultima copertura in leghe da 10 partecipanti almeno, magari in pacchetti di 8/9 centrali per chi gioca con una difesa a tre."
4401,"Statistiche anno 23/24: nella scorsa stagione Gabbia è andato a voto in 17 occasioni, 14 di queste da titolare. Per lui 2 gol, 0 assist e 5 ammonizioni con una MV del 6.06 e una FM del 6.26.
Gestione al Fantacalcio: non possiamo considerarlo un titolare inamovibile, tutt'altro, ma una risorsa che potrebbe tornare utile a Fonseca nel corso della stagione. Entrerà stabilmente nelle rotazioni difensive e anche al Fantacalcio potrebbe rappresentare un backup affidabile per gli ultimi slot del proprio pacchetto difensivo in leghe da almeno 10/12 partecipanti.
Note positive: difensore low cost capace di garantire almeno 15/20 presenze con il vizietto del gol sui calci piazzari.
Note negative: parte dietro nelle gerarchie, se necessitate di un titolare inamovibile non è il profilo che cercate. Occhio ai cartellini (5 in 14 presenze da titolare nella scorsa stagione).
In chiave Mantra: anche in questo caso può essere una discreta ultima copertura. Lo consigliamo per chi utilizza moduli con difese a tre: può far parte di un pacchetto di 8/9 centrali come ultima opzione."
4976,"Statistiche anno 23/24: nella scorsa stagione Kalulu è andato a voto in 7 occasioni, 4 di queste da titolare. Per lui 0 bonus e 0 malus con una MV e una FM del 5.86.
Gestione al Fantacalcio: Arriva a Torino per mettersi a disposizione di Thiago Motta, pronto a ricoprire sia il ruolo di terzino destro che di difensore centrale. Tornerà utile dunque in più posizioni nel corso della stagione. Spesso a voto, al Fantacalcio può rappresentare una scommessa low cost da ultimi slot.
Note positive: può garantire 20/25 partite a voto al prezzo minimo o poco più.
Note negative: non ci aspettiamo molte presenze da titolare. Inoltre non è affidabilissimo, nè per bonus e nè per media voto.
In chiave Mantra: qui acquista un minimo di appeal in più visto il doppio ruolo. Se partecipate a leghe da 10/12 partecipanti e utilizzate la difesa a quattro, può tornare utile come ultimissimo slot nel pacchetto arretrato."
5353,"Statistiche anno 23/24: nella scorsa stagione Balogh ha disputato 17 partite con 0 bonus, 2 ammonizioni e 2 espulsioni.
Gestione al Fantacalcio: parte leggermente dietro nelle gerarchie. Non ci aspettiamo possa essere un titolare fisso, ma rientrerà stabilmente nelle rotazioni difensive del Parma. Tuttavia al Fantacalcio può rappresentare al massimo un ultimo slot in leghe da almeno 10/12 partecipanti.
Note positive: lo acquisterete al prezzo minimo e può garantire 15/20 presenze.
Note negative: la concorrenza è davvero folta e le panchine potrebbero non essere poche.
In chiave Mantra: un Dc in più non fa mai male. Se utilizzate una difesa a tre, può ricoprire il ruolo di ultimo slot difensivo in pacchetto di 8/9 centrali in leghe da almeno 10/12 partecipanti."
